gpLine	SeqName	Position
6362	"atg005974l"	387913493.0
6363	"atg005975l"	387937309.0
6364	"atg005976l"	387963377.0
6365	"atg005977l"	387988723.0
6366	"atg005978l"	388019339.0
6367	"atg005979l"	388063049.0
6368	"atg005980l"	388077373.0
6369	"atg005981l"	388101080.0
6370	"atg005982l"	388138383.0
6371	"atg005983l"	388162075.0
6372	"atg005984l"	388196628.0
6373	"atg005985l"	388227813.0
6374	"atg005986l"	388245752.0
6375	"atg005987l"	388270052.0
6376	"atg005988l"	388294191.0
6377	"atg005989l"	388311844.0
6378	"atg005990l"	388342237.0
6379	"atg005991l"	388365625.0
6380	"atg005992l"	388384669.0
6381	"atg005993l"	388415103.0
6382	"atg005994l"	388429043.0
6383	"atg005995l"	388450403.0
6384	"atg005996l"	388471591.0
6385	"atg005997l"	388480520.0
6386	"atg005998l"	388508445.0
6387	"atg005999l"	388538935.0
6388	"atg006000l"	388565718.0
6389	"atg006001l"	388583276.0
6390	"atg006002l"	388611290.0
6391	"atg006003l"	388626961.0
6392	"atg006004l"	388669356.0
6393	"atg006005l"	388695610.0
6394	"atg006006l"	388734349.0
6395	"atg006007l"	388767476.0
6396	"atg006008l"	388793041.0
6397	"atg006009l"	388843023.0
6398	"atg006010l"	388867176.0
6399	"atg006011l"	388889894.0
6400	"atg006012l"	388899131.0
6401	"atg006013l"	388917606.0
6402	"atg006014l"	388943768.0
6403	"atg006015l"	388956534.0
6404	"atg006016l"	388973812.0
6405	"atg006017l"	388998706.0
6406	"atg006018l"	389032271.0
6407	"atg006019l"	389058792.0
6408	"atg006020l"	389079316.0
6409	"atg006021l"	389095643.0
6410	"atg006022l"	389122351.0
6411	"atg006023l"	389129304.0
6412	"atg006024l"	389159608.0
6413	"atg006025l"	389181327.0
6414	"atg006026l"	389199306.0
6415	"atg006027l"	389223683.0
6416	"atg006028l"	389240681.0
6417	"atg006029l"	389253487.0
6418	"atg006030l"	389279213.0
6419	"atg006031l"	389339075.0
6420	"atg006032l"	389368179.0
6421	"atg006033l"	389399450.0
6422	"atg006034l"	389423606.0
6423	"atg006035l"	389453365.0
6424	"atg006036l"	389471363.0
6425	"atg006037l"	389515856.0
6426	"atg006038l"	389535295.0
6427	"atg006039l"	389566781.0
6428	"atg006040l"	389613376.0
6429	"atg006041l"	389643327.0
6430	"atg006042l"	389668380.0
6431	"atg006043l"	389706838.0
6432	"atg006044l"	389725560.0
6433	"atg006045l"	389756730.0
6434	"atg006046l"	389772195.0
6435	"atg006047l"	389801379.0
6436	"atg006048l"	389825394.0
6437	"atg006049l"	389841091.0
6438	"atg006050l"	389874580.0
6439	"atg006051l"	389938490.0
6440	"atg006052l"	389963610.0
6441	"atg006053l"	389981551.0
6442	"atg006054l"	390005596.0
6443	"atg006055l"	390027271.0
6444	"atg006056l"	390061808.0
6445	"atg006057l"	390067958.0
6446	"atg006058l"	390098412.0
6447	"atg006059l"	390129018.0
6448	"atg006060l"	390148148.0
6449	"atg006061l"	390170398.0
6450	"atg006062l"	390205951.0
6451	"atg006063l"	390227193.0
6452	"atg006064l"	390252889.0
6453	"atg006065l"	390275602.0
6454	"atg006066l"	390301588.0
6455	"atg006067l"	390321958.0
6456	"atg006068l"	390343328.0
6457	"atg006069l"	390369110.0
6458	"atg006070l"	390405942.0
6459	"atg006071l"	390434294.0
6460	"atg006072l"	390492697.0
6461	"atg006073l"	390513363.0
6462	"atg006074l"	390545108.0
6463	"atg006075l"	390570353.0
6464	"atg006076l"	390616947.0
6465	"atg006077l"	390635702.0
6466	"atg006078l"	390651899.0
6467	"atg006079l"	390678190.0
6468	"atg006080l"	390720795.0
6469	"atg006081l"	390732287.0
6470	"atg006082l"	390755824.0
6471	"atg006083l"	390780132.0
6472	"atg006084l"	390820323.0
6473	"atg006085l"	390853648.0
6474	"atg006086l"	390909989.0
6475	"atg006087l"	390930182.0
6476	"atg006088l"	390971263.0
6477	"atg006089l"	390993739.0
6478	"atg006090l"	391023630.0
6479	"atg006091l"	391045120.0
6480	"atg006092l"	391074694.0
6481	"atg006093l"	391100490.0
6482	"atg006094l"	391124504.0
6483	"atg006095l"	391156045.0
6484	"atg006096l"	391195062.0
6485	"atg006097l"	391225927.0
6486	"atg006098l"	391252969.0
6487	"atg006099l"	391298338.0
6488	"atg006100l"	391328748.0
6489	"atg006101l"	391341713.0
6490	"atg006102l"	391367620.0
6491	"atg006103l"	391410860.0
6492	"atg006104l"	391429698.0
6493	"atg006105l"	391464533.0
6494	"atg006106l"	391485639.0
6495	"atg006107l"	391525286.0
6496	"atg006108l"	391539407.0
6497	"atg006109l"	391555711.0
6498	"atg006110l"	391574752.0
6499	"atg006111l"	391606825.0
6500	"atg006112l"	391639416.0
6501	"atg006113l"	391654768.0
6502	"atg006114l"	391671077.0
6503	"atg006115l"	391715090.0
6504	"atg006116l"	391769484.0
6505	"atg006117l"	391794990.0
6506	"atg006118l"	391809863.0
6507	"atg006119l"	391841481.0
6508	"atg006120l"	391882784.0
6509	"atg006121l"	391897681.0
6510	"atg006122l"	391919096.0
6511	"atg006123l"	391943803.0
6512	"atg006124l"	391965500.0
6513	"atg006125l"	391994374.0
6514	"atg006126l"	392015484.0
6515	"atg006127l"	392045979.0
6516	"atg006128l"	392067212.0
6517	"atg006129l"	392112938.0
6518	"atg006130l"	392145893.0
6519	"atg006131l"	392184252.0
6520	"atg006132l"	392206445.0
6521	"atg006133l"	392234305.0
6522	"atg006134l"	392249800.0
6523	"atg006135l"	392267693.0
6524	"atg006136l"	392288384.0
6525	"atg006137l"	392314457.0
6526	"atg006138l"	392333379.0
6527	"atg006139l"	392358880.0
6528	"atg006140l"	392387433.0
6529	"atg006141l"	392446999.0
6530	"atg006142l"	392466436.0
6531	"atg006143l"	392505676.0
6532	"atg006144l"	392550680.0
6533	"atg006145l"	392570669.0
6534	"atg006146l"	392584553.0
6535	"atg006147l"	392613042.0
6536	"atg006148l"	392645908.0
6537	"atg006149l"	392666650.0
6538	"atg006150l"	392691544.0
6539	"atg006151l"	392718860.0
6540	"atg006152l"	392753438.0
6541	"atg006153l"	392778068.0
6542	"atg006154l"	392810428.0
6543	"atg006155l"	392836393.0
6544	"atg006156l"	392852772.0
6545	"atg006157l"	392887532.0
6546	"atg006158l"	392918580.0
6547	"atg006159l"	392935049.0
6548	"atg006160l"	392952574.0
6549	"atg006161l"	392974464.0
6550	"atg006162l"	393003072.0
6551	"atg006163l"	393024765.0
6552	"atg006164l"	393063306.0
6553	"atg006165l"	393104227.0
6554	"atg006166l"	393123418.0
6555	"atg006167l"	393154221.0
6556	"atg006168l"	393179810.0
6557	"atg006169l"	393206304.0
6558	"atg006170l"	393225556.0
6559	"atg006171l"	393253782.0
6560	"atg006172l"	393275769.0
6561	"atg006173l"	393303753.0
6562	"atg006174l"	393323838.0
6563	"atg006175l"	393369586.0
6564	"atg006176l"	393386143.0
6565	"atg006177l"	393415599.0
6566	"atg006178l"	393436872.0
6567	"atg006179l"	393461788.0
6568	"atg006180l"	393504587.0
6569	"atg006181l"	393526100.0
6570	"atg006182l"	393561383.0
6571	"atg006183l"	393592387.0
6572	"atg006184l"	393597070.0
6573	"atg006185l"	393623121.0
6574	"atg006186l"	393639593.0
6575	"atg006187l"	393664659.0
6576	"atg006188l"	393692537.0
6577	"atg006189l"	393715244.0
6578	"atg006190l"	393762282.0
6579	"atg006191l"	393796785.0
6580	"atg006192l"	393827678.0
6581	"atg006193l"	393853626.0
6582	"atg006194l"	393875723.0
6583	"atg006195l"	393895981.0
6584	"atg006196l"	393906283.0
6585	"atg006197l"	393946707.0
6586	"atg006198l"	393967434.0
6587	"atg006199l"	393993686.0
6588	"atg006200l"	394021303.0
6589	"atg006201l"	394040600.0
6590	"atg006202l"	394063192.0
6591	"atg006203l"	394090751.0
6592	"atg006204l"	394126210.0
6593	"atg006205l"	394151179.0
6594	"atg006206l"	394161861.0
6595	"atg006207l"	394187181.0
6596	"atg006208l"	394214207.0
6597	"atg006209l"	394225620.0
6598	"atg006210l"	394252276.0
6599	"atg006211l"	394273198.0
6600	"atg006212l"	394308608.0
6601	"atg006213l"	394332443.0
6602	"atg006214l"	394359880.0
6603	"atg006215l"	394390049.0
6604	"atg006216l"	394419163.0
6605	"atg006217l"	394456755.0
6606	"atg006218l"	394490129.0
6607	"atg006219l"	394508325.0
6608	"atg006220l"	394556461.0
6609	"atg006221l"	394584317.0
6610	"atg006222l"	394607961.0
6611	"atg006223l"	394629199.0
6612	"atg006224l"	394666155.0
6613	"atg006225l"	394689094.0
6614	"atg006226l"	394718589.0
6615	"atg006227l"	394737047.0
6616	"atg006228l"	394788223.0
6617	"atg006229l"	394822191.0
6618	"atg006230l"	394840433.0
6619	"atg006231l"	394868833.0
6620	"atg006232l"	394883243.0
6621	"atg006233l"	394905842.0
6622	"atg006234l"	394943501.0
6623	"atg006235l"	394972026.0
6624	"atg006236l"	394995005.0
6625	"atg006237l"	395021825.0
6626	"atg006238l"	395053231.0
6627	"atg006239l"	395063282.0
6628	"atg006240l"	395090191.0
6629	"atg006241l"	395103685.0
6630	"atg006242l"	395119208.0
6631	"atg006243l"	395146200.0
6632	"atg006244l"	395179172.0
6633	"atg006245l"	395211451.0
6634	"atg006246l"	395238467.0
6635	"atg006247l"	395253802.0
6636	"atg006248l"	395279747.0
6637	"atg006249l"	395292871.0
6638	"atg006250l"	395319383.0
6639	"atg006251l"	395341027.0
6640	"atg006252l"	395360752.0
6641	"atg006253l"	395380502.0
6642	"atg006254l"	395394423.0
6643	"atg006255l"	395424112.0
6644	"atg006256l"	395445116.0
6645	"atg006257l"	395461442.0
6646	"atg006258l"	395491319.0
6647	"atg006259l"	395516510.0
6648	"atg006260l"	395537265.0
6649	"atg006261l"	395562094.0
6650	"atg006262l"	395584621.0
6651	"atg006263l"	395612373.0
6652	"atg006264l"	395639819.0
6653	"atg006265l"	395654391.0
6654	"atg006266l"	395693341.0
6655	"atg006267l"	395736215.0
6656	"atg006268l"	395751079.0
6657	"atg006269l"	395774147.0
6658	"atg006270l"	395816980.0
6659	"atg006271l"	395836854.0
6660	"atg006272l"	395851742.0
6661	"atg006273l"	395871770.0
6662	"atg006274l"	395888975.0
6663	"atg006275l"	395912953.0
6664	"atg006276l"	395933223.0
6665	"atg006277l"	395954390.0
6666	"atg006278l"	396005330.0
6667	"atg006279l"	396027590.0
6668	"atg006280l"	396053848.0
6669	"atg006281l"	396074729.0
6670	"atg006282l"	396105382.0
6671	"atg006283l"	396120183.0
6672	"atg006284l"	396136058.0
6673	"atg006285l"	396155872.0
6674	"atg006286l"	396187778.0
6675	"atg006287l"	396213256.0
6676	"atg006288l"	396234014.0
6677	"atg006289l"	396273456.0
6678	"atg006290l"	396307981.0
6679	"atg006291l"	396347650.0
6680	"atg006292l"	396368968.0
6681	"atg006293l"	396394805.0
6682	"atg006294l"	396417175.0
6683	"atg006295l"	396434892.0
6684	"atg006296l"	396470049.0
6685	"atg006297l"	396494281.0
6686	"atg006298l"	396540462.0
6687	"atg006299l"	396556299.0
6688	"atg006300l"	396584780.0
6689	"atg006301l"	396605989.0
6690	"atg006302l"	396651151.0
6691	"atg006303l"	396689057.0
6692	"atg006304l"	396716287.0
6693	"atg006305l"	396741779.0
6694	"atg006306l"	396759032.0
6695	"atg006307l"	396804718.0
6696	"atg006308l"	396833594.0
6697	"atg006309l"	396877856.0
6698	"atg006310l"	396906207.0
6699	"atg006311l"	396934801.0
6700	"atg006312l"	396955677.0
6701	"atg006313l"	396991608.0
6702	"atg006314l"	397033350.0
6703	"atg006315l"	397062088.0
6704	"atg006316l"	397080502.0
6705	"atg006317l"	397104086.0
6706	"atg006318l"	397149858.0
6707	"atg006319l"	397178713.0
6708	"atg006320l"	397203590.0
6709	"atg006321l"	397221485.0
6710	"atg006322l"	397236604.0
6711	"atg006323l"	397271183.0
6712	"atg006324l"	397296189.0
6713	"atg006325l"	397317080.0
6714	"atg006326l"	397341746.0
6715	"atg006327l"	397358388.0
6716	"atg006328l"	397375021.0
6717	"atg006329l"	397401982.0
6718	"atg006330l"	397434435.0
6719	"atg006331l"	397464634.0
6720	"atg006332l"	397480393.0
6721	"atg006333l"	397507761.0
6722	"atg006334l"	397543844.0
6723	"atg006335l"	397582956.0
6724	"atg006336l"	397603916.0
6725	"atg006337l"	397627904.0
6726	"atg006338l"	397650784.0
6727	"atg006339l"	397683803.0
6728	"atg006340l"	397700336.0
6729	"atg006341l"	397716459.0
6730	"atg006342l"	397740185.0
6731	"atg006343l"	397753365.0
6732	"atg006344l"	397775110.0
6733	"atg006345l"	397797146.0
6734	"atg006346l"	397837369.0
6735	"atg006347l"	397854883.0
6736	"atg006348l"	397872788.0
6737	"atg006349l"	397901004.0
6738	"atg006350l"	397910955.0
6739	"atg006351l"	397954564.0
6740	"atg006352l"	397978130.0
6741	"atg006353l"	398016413.0
6742	"atg006354l"	398042443.0
6743	"atg006355l"	398058268.0
6744	"atg006356l"	398075017.0
6745	"atg006357l"	398095034.0
6746	"atg006358l"	398109503.0
6747	"atg006359l"	398145411.0
6748	"atg006360l"	398161680.0
6749	"atg006361l"	398181237.0
6750	"atg006362l"	398199165.0
6751	"atg006363l"	398222105.0
6752	"atg006364l"	398236752.0
6753	"atg006365l"	398255945.0
6754	"atg006366l"	398303251.0
6755	"atg006367l"	398325340.0
6756	"atg006368l"	398352071.0
6757	"atg006369l"	398372171.0
6758	"atg006370l"	398401525.0
6759	"atg006371l"	398421823.0
6760	"atg006372l"	398448608.0
6761	"atg006373l"	398490516.0
6762	"atg006374l"	398521624.0
6763	"atg006375l"	398536517.0
6764	"atg006376l"	398567594.0
6765	"atg006377l"	398585493.0
6766	"atg006378l"	398620223.0
6767	"atg006379l"	398638583.0
6768	"atg006380l"	398660315.0
6769	"atg006381l"	398694352.0
6770	"atg006382l"	398719105.0
6771	"atg006383l"	398760945.0
6772	"atg006384l"	398802339.0
6773	"atg006385l"	398829546.0
6774	"atg006386l"	398852288.0
6775	"atg006387l"	398879617.0
6776	"atg006388l"	398911931.0
6777	"atg006389l"	398934234.0
6778	"atg006390l"	398962566.0
6779	"atg006391l"	398973556.0
6780	"atg006392l"	398996155.0
6781	"atg006393l"	399011544.0
6782	"atg006394l"	399032108.0
6783	"atg006395l"	399058550.0
6784	"atg006396l"	399080905.0
6785	"atg006397l"	399100246.0
6786	"atg006398l"	399127093.0
6787	"atg006399l"	399149087.0
6788	"atg006400l"	399166597.0
6789	"atg006401l"	399191234.0
6790	"atg006402l"	399210516.0
6791	"atg006403l"	399240401.0
6792	"atg006404l"	399260377.0
6793	"atg006405l"	399286905.0
6794	"atg006406l"	399315954.0
6795	"atg006407l"	399338087.0
6796	"atg006408l"	399351618.0
6797	"atg006409l"	399380315.0
6798	"atg006410l"	399400769.0
6799	"atg006411l"	399416991.0
6800	"atg006412l"	399446717.0
6801	"atg006413l"	399476821.0
6802	"atg006414l"	399489143.0
6803	"atg006415l"	399508847.0
6804	"atg006416l"	399545280.0
6805	"atg006417l"	399573736.0
6806	"atg006418l"	399588605.0
6807	"atg006419l"	399625739.0
6808	"atg006420l"	399644913.0
6809	"atg006421l"	399687325.0
6810	"atg006422l"	399710227.0
6811	"atg006423l"	399738571.0
6812	"atg006424l"	399765419.0
6813	"atg006425l"	399782255.0
6814	"atg006426l"	399806102.0
6815	"atg006427l"	399826317.0
6816	"atg006428l"	399839992.0
6817	"atg006429l"	399858083.0
6818	"atg006430l"	399891037.0
6819	"atg006431l"	399911549.0
6820	"atg006432l"	399934880.0
6821	"atg006433l"	399950651.0
6822	"atg006434l"	399958226.0
6823	"atg006435l"	399982453.0
6824	"atg006436l"	400001084.0
6825	"atg006437l"	400029241.0
6826	"atg006438l"	400052035.0
6827	"atg006439l"	400067317.0
6828	"atg006440l"	400086653.0
6829	"atg006441l"	400120129.0
6830	"atg006442l"	400149802.0
6831	"atg006443l"	400167374.0
6832	"atg006444l"	400190919.0
6833	"atg006445l"	400232367.0
6834	"atg006446l"	400240709.0
6835	"atg006447l"	400265211.0
6836	"atg006448l"	400292619.0
6837	"atg006449l"	400318086.0
6838	"atg006450l"	400363997.0
6839	"atg006451l"	400394062.0
6840	"atg006452l"	400409311.0
6841	"atg006453l"	400428799.0
6842	"atg006454l"	400453510.0
6843	"atg006455l"	400465285.0
6844	"atg006456l"	400473783.0
6845	"atg006457l"	400497544.0
6846	"atg006458l"	400532275.0
6847	"atg006459l"	400560136.0
6848	"atg006460l"	400579099.0
6849	"atg006461l"	400631517.0
6850	"atg006462l"	400643895.0
6851	"atg006463l"	400679055.0
6852	"atg006464l"	400712534.0
6853	"atg006465l"	400737146.0
6854	"atg006466l"	400759008.0
6855	"atg006467l"	400775394.0
6856	"atg006468l"	400803128.0
6857	"atg006469l"	400820844.0
6858	"atg006470l"	400838111.0
6859	"atg006471l"	400879155.0
6860	"atg006472l"	400916177.0
6861	"atg006473l"	400937636.0
6862	"atg006474l"	400954759.0
6863	"atg006475l"	400962987.0
6864	"atg006476l"	400999072.0
6865	"atg006477l"	401017943.0
6866	"atg006478l"	401044945.0
6867	"atg006479l"	401067101.0
6868	"atg006480l"	401108456.0
6869	"atg006481l"	401133280.0
6870	"atg006482l"	401160588.0
6871	"atg006483l"	401177529.0
6872	"atg006484l"	401205519.0
6873	"atg006485l"	401225086.0
6874	"atg006486l"	401248478.0
6875	"atg006487l"	401270111.0
6876	"atg006488l"	401316662.0
6877	"atg006489l"	401345724.0
6878	"atg006490l"	401375353.0
6879	"atg006491l"	401395341.0
6880	"atg006492l"	401414652.0
6881	"atg006493l"	401439608.0
6882	"atg006494l"	401459368.0
6883	"atg006495l"	401475687.0
6884	"atg006496l"	401522447.0
6885	"atg006497l"	401535586.0
6886	"atg006498l"	401570926.0
6887	"atg006499l"	401606045.0
6888	"atg006500l"	401627970.0
6889	"atg006501l"	401666729.0
6890	"atg006502l"	401689120.0
6891	"atg006503l"	401724997.0
6892	"atg006504l"	401756994.0
6893	"atg006505l"	401782486.0
6894	"atg006506l"	401812115.0
6895	"atg006507l"	401826749.0
6896	"atg006508l"	401864663.0
6897	"atg006509l"	401884425.0
6898	"atg006510l"	401902822.0
6899	"atg006511l"	401912307.0
6900	"atg006512l"	401928193.0
6901	"atg006513l"	401953018.0
6902	"atg006514l"	401982054.0
6903	"atg006515l"	402002043.0
6904	"atg006516l"	402022612.0
6905	"atg006517l"	402055024.0
6906	"atg006518l"	402082948.0
6907	"atg006519l"	402097949.0
6908	"atg006520l"	402145817.0
6909	"atg006521l"	402182404.0
6910	"atg006522l"	402208855.0
6911	"atg006523l"	402243115.0
6912	"atg006524l"	402273670.0
6913	"atg006525l"	402297680.0
6914	"atg006526l"	402309131.0
6915	"atg006527l"	402331846.0
6916	"atg006528l"	402353580.0
6917	"atg006529l"	402382572.0
6918	"atg006530l"	402407621.0
6919	"atg006531l"	402435740.0
6920	"atg006532l"	402454800.0
6921	"atg006533l"	402495258.0
6922	"atg006534l"	402510636.0
6923	"atg006535l"	402546269.0
6924	"atg006536l"	402563786.0
6925	"atg006537l"	402606458.0
6926	"atg006538l"	402624768.0
6927	"atg006539l"	402673072.0
6928	"atg006540l"	402688755.0
6929	"atg006541l"	402710486.0
6930	"atg006542l"	402756715.0
6931	"atg006543l"	402780890.0
6932	"atg006544l"	402802823.0
6933	"atg006545l"	402822683.0
6934	"atg006546l"	402845950.0
6935	"atg006547l"	402868422.0
6936	"atg006548l"	402889176.0
6937	"atg006549l"	402905307.0
6938	"atg006550l"	402923121.0
6939	"atg006551l"	402940673.0
6940	"atg006552l"	402979371.0
6941	"atg006553l"	402996396.0
6942	"atg006554l"	403021478.0
6943	"atg006555l"	403047661.0
6944	"atg006556l"	403087731.0
6945	"atg006557l"	403121339.0
6946	"atg006558l"	403160264.0
6947	"atg006559l"	403181562.0
6948	"atg006560l"	403205755.0
6949	"atg006561l"	403245988.0
6950	"atg006562l"	403272206.0
6951	"atg006563l"	403300138.0
6952	"atg006564l"	403339275.0
6953	"atg006565l"	403361985.0
6954	"atg006566l"	403404436.0
6955	"atg006567l"	403428211.0
6956	"atg006568l"	403445614.0
6957	"atg006569l"	403463196.0
6958	"atg006570l"	403483241.0
6959	"atg006571l"	403506381.0
6960	"atg006572l"	403526900.0
6961	"atg006573l"	403553369.0
6962	"atg006574l"	403583328.0
6963	"atg006575l"	403607980.0
6964	"atg006576l"	403633649.0
6965	"atg006577l"	403659666.0
6966	"atg006578l"	403684376.0
6967	"atg006579l"	403704657.0
6968	"atg006580l"	403729152.0
6969	"atg006581l"	403756493.0
6970	"atg006582l"	403787746.0
6971	"atg006583l"	403818171.0
6972	"atg006584l"	403841606.0
6973	"atg006585l"	403900434.0
6974	"atg006586l"	403929167.0
6975	"atg006587l"	403956123.0
6976	"atg006588l"	403982766.0
6977	"atg006589l"	403999242.0
6978	"atg006590l"	404025340.0
6979	"atg006591l"	404040235.0
6980	"atg006592l"	404060285.0
6981	"atg006593l"	404084217.0
6982	"atg006594l"	404131130.0
6983	"atg006595l"	404158564.0
6984	"atg006596l"	404177222.0
6985	"atg006597l"	404203405.0
6986	"atg006598l"	404242871.0
6987	"atg006599l"	404263333.0
6988	"atg006600l"	404284927.0
6989	"atg006601l"	404304515.0
6990	"atg006602l"	404336196.0
6991	"atg006603l"	404377328.0
6992	"atg006604l"	404423583.0
6993	"atg006605l"	404460569.0
6994	"atg006606l"	404488533.0
6995	"atg006607l"	404512194.0
6996	"atg006608l"	404549275.0
6997	"atg006609l"	404566759.0
6998	"atg006610l"	404595625.0
6999	"atg006611l"	404616468.0
7000	"atg006612l"	404632485.0
7001	"atg006613l"	404640044.0
7002	"atg006614l"	404666321.0
7003	"atg006615l"	404680432.0
7004	"atg006616l"	404692550.0
7005	"atg006617l"	404723604.0
7006	"atg006618l"	404754706.0
7007	"atg006619l"	404769165.0
7008	"atg006620l"	404794733.0
7009	"atg006621l"	404823161.0
7010	"atg006622l"	404840173.0
7011	"atg006623l"	404876967.0
7012	"atg006624l"	404906445.0
7013	"atg006625l"	404924740.0
7014	"atg006626l"	404950394.0
7015	"atg006627l"	404978215.0
7016	"atg006628l"	405005963.0
7017	"atg006629l"	405025878.0
7018	"atg006630l"	405042075.0
7019	"atg006631l"	405065019.0
7020	"atg006632l"	405094491.0
7021	"atg006633l"	405109319.0
7022	"atg006634l"	405125359.0
7023	"atg006635l"	405166150.0
7024	"atg006636l"	405208072.0
7025	"atg006637l"	405238348.0
7026	"atg006638l"	405263658.0
7027	"atg006639l"	405289935.0
7028	"atg006640l"	405309322.0
7029	"atg006641l"	405336785.0
7030	"atg006642l"	405355681.0
7031	"atg006643l"	405382142.0
7032	"atg006644l"	405408103.0
7033	"atg006645l"	405456926.0
7034	"atg006646l"	405475015.0
7035	"atg006647l"	405494130.0
7036	"atg006648l"	405536979.0
7037	"atg006649l"	405573275.0
7038	"atg006650l"	405594854.0
7039	"atg006651l"	405610629.0
7040	"atg006652l"	405636327.0
7041	"atg006653l"	405651160.0
7042	"atg006654l"	405658234.0
7043	"atg006655l"	405671987.0
7044	"atg006656l"	405701885.0
7045	"atg006657l"	405729429.0
7046	"atg006658l"	405757786.0
7047	"atg006659l"	405785905.0
7048	"atg006660l"	405801878.0
7049	"atg006661l"	405832729.0
7050	"atg006662l"	405854095.0
7051	"atg006663l"	405872585.0
7052	"atg006664l"	405892048.0
7053	"atg006665l"	405902781.0
7054	"atg006666l"	405918106.0
7055	"atg006667l"	405944710.0
7056	"atg006668l"	405976953.0
7057	"atg006669l"	406021861.0
7058	"atg006670l"	406047899.0
7059	"atg006671l"	406080586.0
7060	"atg006672l"	406110478.0
7061	"atg006673l"	406131953.0
7062	"atg006674l"	406152148.0
7063	"atg006675l"	406170000.0
7064	"atg006676l"	406191807.0
7065	"atg006677l"	406217112.0
7066	"atg006678l"	406231398.0
7067	"atg006679l"	406251059.0
7068	"atg006680l"	406292140.0
7069	"atg006681l"	406337450.0
7070	"atg006682l"	406361544.0
7071	"atg006683l"	406399518.0
7072	"atg006684l"	406413117.0
7073	"atg006685l"	406429489.0
7074	"atg006686l"	406436407.0
7075	"atg006687l"	406460381.0
7076	"atg006688l"	406492355.0
7077	"atg006689l"	406533501.0
7078	"atg006690l"	406566400.0
7079	"atg006691l"	406595294.0
7080	"atg006692l"	406620391.0
7081	"atg006693l"	406644329.0
7082	"atg006694l"	406661977.0
7083	"atg006695l"	406688014.0
7084	"atg006696l"	406704930.0
7085	"atg006697l"	406718018.0
7086	"atg006698l"	406747738.0
7087	"atg006699l"	406773477.0
7088	"atg006700l"	406804227.0
7089	"atg006701l"	406825853.0
7090	"atg006702l"	406843392.0
7091	"atg006703l"	406862765.0
7092	"atg006704l"	406880773.0
7093	"atg006705l"	406903773.0
7094	"atg006706l"	406914424.0
7095	"atg006707l"	406943629.0
7096	"atg006708l"	406975015.0
7097	"atg006709l"	407001945.0
7098	"atg006710l"	407023250.0
7099	"atg006711l"	407039878.0
7100	"atg006712l"	407062218.0
7101	"atg006713l"	407076774.0
7102	"atg006714l"	407103937.0
7103	"atg006715l"	407121960.0
7104	"atg006716l"	407161334.0
7105	"atg006717l"	407178703.0
7106	"atg006718l"	407209395.0
7107	"atg006719l"	407234083.0
7108	"atg006720l"	407267326.0
7109	"atg006721l"	407297065.0
7110	"atg006722l"	407314884.0
7111	"atg006723l"	407348454.0
7112	"atg006724l"	407384118.0
7113	"atg006725l"	407417486.0
7114	"atg006726l"	407437526.0
7115	"atg006727l"	407455572.0
7116	"atg006728l"	407481900.0
7117	"atg006729l"	407512780.0
7118	"atg006730l"	407546473.0
7119	"atg006731l"	407567330.0
7120	"atg006732l"	407595714.0
7121	"atg006733l"	407623865.0
7122	"atg006734l"	407651681.0
7123	"atg006735l"	407670712.0
7124	"atg006736l"	407695420.0
7125	"atg006737l"	407733026.0
7126	"atg006738l"	407752273.0
7127	"atg006739l"	407773840.0
7128	"atg006740l"	407797180.0
7129	"atg006741l"	407812830.0
7130	"atg006742l"	407831311.0
7131	"atg006743l"	407860752.0
7132	"atg006744l"	407879678.0
7133	"atg006745l"	407910675.0
7134	"atg006746l"	407942045.0
7135	"atg006747l"	407977637.0
7136	"atg006748l"	408000425.0
7137	"atg006749l"	408044296.0
7138	"atg006750l"	408072837.0
7139	"atg006751l"	408096400.0
7140	"atg006752l"	408119251.0
7141	"atg006753l"	408141532.0
7142	"atg006754l"	408160775.0
7143	"atg006755l"	408176435.0
7144	"atg006756l"	408195597.0
7145	"atg006757l"	408212505.0
7146	"atg006758l"	408261899.0
7147	"atg006759l"	408288881.0
7148	"atg006760l"	408312371.0
7149	"atg006761l"	408331101.0
7150	"atg006762l"	408368446.0
7151	"atg006763l"	408394072.0
7152	"atg006764l"	408426759.0
7153	"atg006765l"	408461006.0
7154	"atg006766l"	408480983.0
7155	"atg006767l"	408496945.0
7156	"atg006768l"	408515566.0
7157	"atg006769l"	408546000.0
7158	"atg006770l"	408556291.0
7159	"atg006771l"	408567762.0
7160	"atg006772l"	408573619.0
7161	"atg006773l"	408594324.0
7162	"atg006774l"	408616217.0
7163	"atg006775l"	408644922.0
7164	"atg006776l"	408658726.0
7165	"atg006777l"	408677859.0
7166	"atg006778l"	408697701.0
7167	"atg006779l"	408724454.0
7168	"atg006780l"	408765103.0
7169	"atg006781l"	408788911.0
7170	"atg006782l"	408816225.0
7171	"atg006783l"	408833510.0
7172	"atg006784l"	408870805.0
7173	"atg006785l"	408887052.0
7174	"atg006786l"	408902744.0
7175	"atg006787l"	408941943.0
7176	"atg006788l"	408962857.0
7177	"atg006789l"	409007340.0
7178	"atg006790l"	409033245.0
7179	"atg006791l"	409052558.0
7180	"atg006792l"	409090539.0
7181	"atg006793l"	409106335.0
7182	"atg006794l"	409126387.0
7183	"atg006795l"	409149377.0
