R1	Q1	R2	Q2
82975881	200666201	82980991	200661118
242343674	30077970	242348358	30073331
590173145	186132146	590180474	186124822
474791062	32223694	474804390	32210369
237494316	110155184	237497927	110151598
474765238	32251760	474769451	32247520
879959634	209313167	879962937	209309880
925943367	101329732	925952117	101320977
648101144	16448603	648105839	16443900
271093138	276693689	271099810	276686971
935665897	190713547	935684330	190695130
671415606	142548682	671421313	142542993
23617772	115847602	23623389	115842005
82922124	200713392	82929240	200706238
588380636	62756757	588384746	62752646
476261452	30740876	476275016	30727376
561645886	286947926	561649366	286944459
997357782	291935334	997362730	291930369
642401173	209442951	642414393	209429722
858694684	198600281	858704792	198590172
8558238	369905519	8564083	369899642
591317945	70107036	591350725	70074199
588575057	173889651	588579785	173884904
681595842	3640393	681601659	3634583
844204382	347830412	844212785	347822035
726143599	183670839	726148645	183665762
679753817	132597097	679758706	132592206
588201441	272397427	588209155	272389694
844204424	347830412	844212785	347822077
474968070	32050386	474972909	32045550
859138817	198164242	859147574	198155491
243692573	41634383	243704917	41622072
497553660	18507380	497557114	18503938
242020449	30368818	242025315	30363960
834732034	330056353	834758621	330029803
242599835	29826601	242608012	29818427
844203713	347829647	844212785	347820610
473716956	169019800	473722738	169013987
242578036	29853440	242582359	29849173
186429647	187500322	186435804	187494184
209439909	79684270	209443405	79680756
934518081	206313842	934526476	206305435
225534583	103571619	225540995	103565228
35504537	15182339	35510243	15176601
476284678	30719047	476288899	30714827
645725620	147190804	645729312	147187118
881745975	212816785	881755672	212807072
647346030	17215025	647351770	17209300
678431643	210961144	678455142	210937599
881342777	278504160	881349582	278497351
383464140	107483665	383472997	107474853
480117130	130922167	480125630	130913641
859478861	197740270	859486551	197732580
26971388	112468233	26975968	112463667
588942076	173543292	588953591	173531745
271050443	276741568	271055278	276736773
242937631	29493282	242944423	29486528
473713410	169023656	473717454	169019609
225603061	103502376	225606552	103498859
934175033	173690065	934186474	173678594
659386320	185464476	659390284	185460520
844203713	254728406	844212785	254719368
884237684	265424997	884248602	265414081
26437182	113028672	26443876	113021973
973224166	369960267	973234444	369949989
446154958	219323210	446159085	219319060
266505281	64647800	266511199	64641895
382487549	108490637	382496185	108482013
23241292	116218146	23247544	116211916
702762828	156100760	702772471	156091140
997357764	291935310	997362688	291930369
262808602	160814633	262812021	160811215
844204994	254728638	844212785	254720878
844204952	254728638	844212785	254720836
591979325	127963075	591988890	127953508
936299684	164370110	936310373	164359392
590612348	127041085	590616936	127036493
211189204	77897442	211200727	77886012
977416705	50131713	977426534	50121832
489649313	159497325	489653322	159493315
476601607	255970722	476604500	255967845
580638119	169893291	580642367	169889030
936299684	188564414	936310373	188553696
936299684	80925280	936310373	80914562
582432739	289404728	582456600	289380866
997577088	33280450	997583383	33274184
265266906	65901654	265271071	65897522
264787922	66413730	264794971	66406688
267692717	63504751	267704023	63493439
240599059	60073889	240607413	60065551
8098453	192843121	8103630	192837984
588928161	173559893	588933693	173554374
727782183	82365746	727785636	82362295
25834528	113657449	25844318	113647745
936506400	106369712	936510950	106365163
699050416	269595908	699070786	269575547
266100532	65034905	266106182	65029281
245022539	40282292	245027096	40277696
592126030	127772080	592132804	127765305
642429342	209408620	642434273	209403721
197834968	189689800	197839097	189685654
237643442	110005658	237647337	110001766
240660074	60004804	240670030	59994800
383040974	107907357	383048378	107899951
967661003	354434584	967666787	354428797
925954325	101318358	925958277	101314379
185251726	1559671	185260738	1550634
210189415	78883894	210193779	78879544
237215834	110405174	237223143	110397898
201466925	171026762	201477310	171016383
23926305	115524511	23930086	115520712
645161542	147773012	645170086	147764458
882573640	266080060	882581171	266072538
42796871	258365479	42800693	258361662
341686652	303295421	341696616	303285420
244896304	40389734	244905879	40380153
267520664	63668163	267531809	63656989
434102312	210895356	434105826	210891849
590410220	127238341	590418950	127229633
94295330	62230951	94300352	62225945
210894633	78167013	210897702	78163946
566063177	123685983	566069750	123679325
879991322	212821352	880000187	212812471
267302700	63866045	267312869	63855764
885310669	271885426	885314809	271881285
680005209	143536982	680017943	143524251
266362174	64775956	266367120	64771066
156032998	58237806	156038424	58232350
38246247	13183939	38253730	13176455
680245548	143288198	680251026	143282717
478735019	132240899	478747590	132228275
859532030	197694103	859554526	197671596
36744004	13988137	36754334	13977796
244496186	40777691	244501283	40772610
180593970	205971233	180600742	205964499
26804036	112627461	26807428	112624049
702591389	156277909	702597875	156271425
881587477	149444558	881597006	149435020
881587477	352567278	881597006	352557740
236539491	111075033	236545260	111069270
489647613	159504337	489651672	159500277
682896984	29116017	682909332	29103658
272357474	103895311	272366840	103885937
934721583	290901929	934725207	290898305
192648202	136603655	192656837	136595009
591814837	128122696	591817799	128119750
184630322	2182880	184635972	2177266
755153920	191921538	755160806	191914640
974856595	414587257	974862041	414581792
382706765	108256511	382718457	108244719
592097283	127799201	592104594	127791887
29640955	90251887	29655725	90237056
223395363	173280966	223401824	173274495
879257702	230419498	879262087	230415126
858330196	198930482	858343350	198917396
702839316	170247778	702846320	170240798
933807637	174044154	933819251	174032519
267139080	64020699	267147118	64012612
94459467	62054644	94462862	62051264
883157710	10750920	883164406	10744206
734912418	402656614	734917641	402651384
588249588	80311245	588253886	80306944
265730696	65428088	265734131	65424666
236912802	110718896	236918715	110712934
180558061	206003924	180561022	206000951
25227050	114283137	25232986	114277163
471698601	207894956	471704643	207888900
382700453	108278558	382705349	108273634
840254166	223070423	840268742	223055784
840254166	223070423	840268742	223055784
711554128	435968655	711565390	435957440
267105117	64050330	267109540	64045886
23903587	115547893	23908118	115543399
25500356	114007655	25505383	114002669
711554128	309123660	711565390	309112445
475121240	31907007	475125548	31902698
469128677	342253411	469135928	342246171
79251427	306298023	79271362	306278174
242786506	29636881	242791186	29632208
240307770	60333784	240313000	60328524
266446044	64704202	266453228	64697079
209382821	79741208	209385814	79738199
82830792	200797341	82835916	200792211
480296772	130743266	480299650	130740375
489181835	43646920	489189684	43639066
882075754	148776445	882097048	148755150
859451219	232194987	859457631	232188572
609516126	252845309	609520054	252841411
711554128	419223717	711565390	419212496
711554128	494442661	711565390	494431440
711554128	445592046	711565390	445580825
497560195	18501832	497568632	18493397
474810652	32203982	474814405	32200247
711554128	461565405	711560351	461559227
243113628	29322919	243116609	29319926
933719827	62829314	933725983	62823169
266868329	64281996	266880308	64270115
558951891	9547797	558964396	9535246
558951891	360949158	558964396	360936607
880978412	283501309	880986642	283493064
241021419	59664641	241028436	59657621
480220395	130825479	480226354	130819540
19937840	181913334	19942346	181908840
755530211	191490661	755543191	191477586
727775289	82372971	727779511	82368749
755551241	191471902	755554181	191468966
804901387	232555137	804912962	232543600
804901387	232651607	804912962	232640070
711554128	487082099	711565390	487070875
24112999	115348289	24118113	115343222
237185640	110436798	237189324	110433120
264619919	66619907	264624172	66615603
585077149	262490515	585083362	262484314
272345142	103908241	272348544	103904847
858597209	198683266	858606104	198674372
590835453	126806042	590851202	126790291
79933608	117914285	79937611	117910288
94353012	62183703	94358031	62178737
285451538	230724299	285455078	230720760
474900032	32115432	474906190	32109252
475752738	31257765	475760124	31250404
702428176	156428934	702433049	156424076
240694734	59970327	240698687	59966377
209666136	79437771	209674868	79429075
681137746	380789264	681146906	380780097
857821843	21998641	857835183	21985392
857876125	21941299	857886686	21930738
642239959	209635974	642245452	209630462
660972768	196012342	660984094	196001070
384197485	106718383	384202749	106713097
859470635	197748087	859478445	197740270
479743769	131285204	479746917	131282069
925812851	101453625	925816258	101450232
8016329	192923992	8026090	192914277
882634346	212547025	882642277	212539089
974854536	142878107	974862041	142870592
266493979	64659108	266498013	64655104
8080712	192862452	8083667	192859491
372163216	213172876	372191128	213144971
209507364	79606073	209518762	79594668
480154805	130888670	480163105	130880302
934512169	194027503	934520143	194019515
30204533	89582568	30216765	89570372
27507992	282386016	27512177	282381799
324941295	461322042	324945548	461317752
647523938	17027523	647528071	17023407
457727890	260253358	457732387	260248858
479595629	131431463	479604430	131422737
383370622	107561544	383381924	107550277
882903101	143781123	882910531	143773697
225399172	103694014	225406331	103686844
474814599	32200064	474820438	32194228
474804653	32209410	474809821	32204221
19387669	182486844	19393867	182480670
997412630	301115010	997436882	301090757
934334533	319540189	934344524	319530197
271003639	180492055	271010588	180485127
590633442	70779689	590638308	70774831
334302293	261550585	334311444	261541388
711554128	449794096	711560692	449787578
27164706	112281523	27174242	112271986
266143393	65008649	266147787	65004257
974854308	246461140	974862041	246453397
480135658	130907898	480149021	130894553
243488651	41855292	243491508	41852419
209946499	79158511	209957867	79147064
680711309	93271652	680716367	93266620
659030888	185836374	659036027	185831242
237529951	110118829	237542910	110105897
192625203	136629754	192632406	136622516
258509761	69123983	258519177	69114517
242223720	30174207	242227706	30170233
223561553	173139774	223567999	173133308
237242950	110377377	237247429	110372904
962049434	361588595	962059358	361578690
34850289	15864616	34855172	15859694
932842882	232538427	932855066	232526213
240930545	59757540	240936539	59751568
26961245	112475077	26964762	112471561
974728678	159926318	974736168	159918822
182942561	234653080	182945613	234650011
962048517	429868520	962059355	429857702
588219613	206607545	588226726	206600434
82859601	200778464	82863636	200774444
237812890	109815645	237817845	109810747
244936019	40351385	244938965	40348442
39352878	11571422	39357284	11567015
461156706	177571988	461161309	177567363
879703508	283792394	879713326	283782567
415667847	367171655	415676581	367162923
80168713	183388311	80172111	183384925
270856652	180635435	270863307	180628747
628086007	90356448	628091251	90351229
973494749	126934988	973503903	126925853
384162408	106758225	384174240	106746318
24156161	115306462	24159594	115303013
476619364	255952904	476622423	255949825
383755217	107180145	383761128	107174220
590872218	70537696	590879975	70529975
267061718	64093863	267078425	64077152
511854858	100931991	511861042	100925826
565333486	461271233	565340208	461264534
478761170	132214815	478772132	132203842
236516814	111100214	236534160	111082881
186569870	187370802	186573715	187366944
933447281	379382452	933460235	379369512
341686652	316348418	341701460	316333573
216569518	39597020	216576401	39590126
489895502	305278132	489898763	305274852
241035933	59651757	241046949	59640676
244887083	40403371	244890468	40399966
883226936	93380440	883231837	93375540
883226936	10672101	883231837	10667201
382841788	108130604	382846422	108125944
858583172	198697273	858593702	198686744
857633462	22183271	857643482	22173254
205699097	73978581	205709828	73967846
29638799	179079019	29664363	179053427
209214231	79911004	209217930	79907275
583880800	22425683	583893471	22412977
25818514	113671332	25825679	113664238
82775772	200848970	82782275	200842481
937275978	186169181	937282718	186162431
184993205	1828162	185000634	1820766
590780051	126866608	590784647	126862027
201409960	171092653	201413506	171089094
240557914	60111909	240563771	60106025
323583994	153053117	323592207	153044950
434504997	324619826	434511408	324613390
383429699	107512000	383438656	107503031
209288027	79834419	209300404	79822029
186336751	187589776	186347079	187579434
205059914	267382920	205064542	267378294
583174247	82888737	583185459	82877525
236299618	111299656	236304159	111295090
591313043	70101287	591319113	70095217
489566471	44481608	489573694	44474376
583108139	238678016	583117973	238668184
590295079	127367052	590307719	127354402
402297638	26008244	402300778	26005094
680711304	93266826	680721544	93256607
936529176	106345688	936563626	106311240
804823934	169469531	804846301	169447181
588673991	173806078	588689103	173790924
31210321	88502981	31220260	88493044
679753758	143803162	679758706	143798197
729974057	192564437	729983069	192555408
243475761	41870918	243482798	41863874
942702065	354334424	942705179	354331317
914512145	154920839	914519087	154913895
881941712	229246369	881954722	229233362
642248841	209625188	642254106	209619936
265419106	65756947	265423236	65752825
974925491	142811102	974932256	142804299
23266579	116192711	23273345	116185946
680711309	10574101	680721544	10563888
35498541	15192987	35507561	15183944
925858270	101407816	925868223	101397957
340750834	384817933	340778878	384789874
588358716	174083791	588370777	174071726
383300425	107639186	383306788	107632824
475420226	31594050	475423439	31590845
384177542	106739520	384182880	106734193
879179759	230492586	879184876	230487460
881699323	225802178	881708325	225793184
883253365	10651109	883262182	10642258
881941712	376060578	881954722	376047568
934135185	173753993	934144924	173744274
241074191	59629537	241077607	59626146
479213514	131767440	479218728	131762214
236623372	110991170	236633170	110981362
647253057	17307301	647256965	17303412
474918082	32097559	474923925	32091752
882504138	266153588	882513159	266144569
645145909	147790818	645150430	147786299
565931972	123813486	565935514	123809945
267727567	63471644	267732011	63467215
583472994	22825220	583491204	22807010
647488784	17061860	647491770	17058886
223409968	173265625	223413703	173261902
205940608	73736930	205952978	73724561
242549440	29880605	242556104	29873945
243255104	42096179	243265622	42085637
580638119	338504	580642270	334339
880090036	239847334	880104248	239833115
679860888	143685252	679874227	143671883
702418580	156440237	702421716	156437100
599685557	103292486	599693181	103284880
383315585	107627060	383319418	107623201
883791316	380762995	883796521	380757783
588492633	173965466	588500972	173957126
590887481	126759110	590896972	126749631
880257254	151836208	880264856	151828607
270887521	180605491	270900440	180592526
245668642	235085446	245672254	235081798
245668642	474972104	245672254	474968456
781722912	247996256	781730045	247989143
974645827	160008233	974651644	160002385
586004534	265237286	586015195	265226606
588235823	62908573	588252657	62891752
240343496	60293212	240350149	60286530
974790843	159880298	974796622	159874527
974790843	301600244	974796622	301594473
974790843	480664166	974796622	480658395
184973924	1845659	184979911	1839636
82800727	200824250	82804559	200820422
726191937	183620775	726196079	183616610
726151939	183662070	726155244	183658768
479754377	131277423	479758629	131273176
236605593	111005921	236612237	110999265
210525110	78550671	210530006	78545790
995602067	169489208	995613933	169477374
29961913	89927096	29967277	89921764
588235823	61887876	588252657	61871054
729711045	167436927	729715127	167432846
678423847	210968557	678447718	210944771
471578748	208021573	471582818	208017543
588422698	80182448	588430561	80174586
242064864	30332080	242072036	30324945
265786414	65364771	265791847	65359294
980027914	380308657	980039377	380297201
244680338	40585127	244687425	40578038
518485493	327510262	518490177	327505573
264712107	66533510	264725596	66519970
237818862	109805753	237825706	109798921
82855392	200781497	82858422	200778455
882321474	148540291	882330999	148530760
35411629	15286974	35417842	15280774
882888691	196204351	882896010	196197022
237920485	109691622	237926894	109685234
881848540	209181286	881862770	209167073
383088768	107853173	383095713	107846225
244207431	41099419	244211990	41094848
241357627	59351637	241362384	59346884
264633748	66606542	264636507	66603776
638398296	23945844	638402452	23941707
671467278	142500398	671470377	142497294
243778218	41552964	243783651	41547497
242545327	29884100	242548322	29881091
934220827	376502150	934225967	376496995
934627153	242248638	934639041	242236752
475293179	31722262	475298235	31717214
185260738	1550538	185266869	1544369
97917542	229061365	97930332	229048540
97917542	487173429	97930332	487160604
995562614	220510984	995574909	220498728
951925520	2869985	951942205	2853226
265894391	65252665	265903194	65243868
974791606	315141036	974796622	315136020
266087996	65047523	266096146	65039381
265906004	65240876	265909079	65237801
27031439	112419366	27034888	112415939
473860187	168881243	473865768	168875674
935468575	219565418	935473752	219560245
680402117	143122668	680409024	143115750
476057537	30957573	476065591	30949492
645760291	147154944	645765217	147149999
205059927	56176927	205063486	56173371
932464233	232596448	932468254	232592421
243218278	42132698	243222481	42128502
243218278	306832284	243222481	306828088
880658882	234140449	880666898	234132422
211290753	77794232	211294778	77790215
679967333	193802118	679978710	193790750
755524576	191496424	755530211	191490792
805085574	330388065	805097670	330375958
588073603	80477321	588082133	80468766
25686102	113822137	25690169	113818081
590929810	70475008	590944762	70460058
25157553	114359991	25167104	114350484
925883820	101388257	925888603	101383490
457728074	260255478	457732387	260251161
931611200	253314492	931623486	253302188
31308471	88428131	31315704	88420883
584361003	21944814	584368575	21937242
511919353	100880460	511937678	100862144
934341558	319533435	934357943	319517043
480060994	130974314	480079026	130956208
999990145	271504263	1000017048	271477361
478748228	132227597	478752002	132223833
880658882	282872762	880666898	282864735
880658882	252491865	880666898	252483838
883214544	142922971	883220220	142917294
241409050	59304329	241413250	59300156
27175157	112270849	27183076	112262986
714684510	451078885	714688384	451075008
210878613	78184649	210883336	78179914
266890644	64259567	266894092	64256128
638414843	23923699	638420001	23918547
265329203	65846519	265334982	65840754
205699097	412908188	205706566	412900732
382393920	108604482	382397516	108600915
266208567	64930586	266215185	64923936
933709734	62836428	933718468	62827687
264886571	66308247	264893620	66301205
935792626	190585478	935799254	190578850
583602237	22707965	583616684	22693533
23935694	115511037	23943467	115503301
474973357	32044492	474978790	32039094
973723144	396136058	973737633	396121569
680319325	143212035	680332541	143198809
804829286	232591311	804841917	232578690
604611330	71744920	604617606	71738667
36618227	14082242	36629144	14071269
804901384	376106242	804912183	376095456
679951344	143588391	679958133	143581602
265054004	66133894	265059928	66127994
452776431	178654783	452783105	178648120
478583054	132388037	478591138	132379966
609538953	363726570	609546505	363719032
479861511	131170928	479865426	131167039
497544905	18512839	497550367	18507379
583181189	82877865	583201721	82857344
267173958	63979044	267178618	63974406
82764725	200860297	82775979	200848980
236653056	110960214	236660130	110953165
680209933	143322835	680217016	143315737
591005377	70399936	591018727	70386582
592299464	211519648	592309458	211509621
266453265	64696901	266462339	64687863
642183672	209693075	642192602	209684140
31223087	88490315	31229750	88483645
205711501	73965043	205720913	73955608
244804306	40477503	244808431	40473376
879821305	212994142	879847308	212968142
266842143	64307121	266849108	64300188
242199879	30195200	242208438	30186663
783905678	406131953	783920203	406117428
237346544	110291318	237355583	110282242
27585226	25041652	27591621	25035281
244687698	40577653	244694565	40570786
26460529	113007130	26464721	113002932
884224104	329442498	884242249	329424367
974958187	142770032	974963212	142764996
805110570	238495857	805122722	238483685
934191008	173674025	934203618	173661425
884219893	225858158	884242189	225835873
805216410	169590512	805228564	169578332
97917542	322339776	97927170	322330147
977405561	380308406	977416779	380297201
185033103	1786842	185043402	1776559
879873192	400132840	879880662	400125366
936403349	327585039	936422475	327565933
97917542	426428273	97926908	426418900
479064713	131916567	479075418	131905822
604083687	72302419	604102866	72283200
593199338	58718918	593202118	58716143
180488989	206054064	180499835	206043216
475392773	31620939	475396503	31617227
236190526	111410959	236199962	111401518
382620761	108360243	382630657	108350353
933393456	251490785	933398578	251485661
933393456	266836142	933398578	266831018
995627440	281227028	995639008	281215481
995708280	273668947	995720285	273656938
478617912	132352450	478623350	132346978
883255127	142896046	883262581	142888592
1001071544	434775102	1001088274	434758316
804788369	232530578	804804291	232514662
603465640	72907652	603472986	72900342
25271234	114239516	25279351	114231462
19052517	182849887	19057465	182844945
265250506	65916495	265254926	65912057
27292367	112159140	27297537	112153954
680378506	143156088	680383158	143151433
604866850	288618891	604878110	288607615
192568251	136687968	192577934	136678348
914734375	90600833	914741305	90593877
995572864	238508734	995576425	238505169
225460731	103635426	225463632	103632522
645704485	147209427	645708158	147205762
97917542	480370366	97925818	480362069
82909636	200725876	82919626	200715877
914429063	155002774	914434628	154997201
580726412	58528601	580744860	58510160
475676854	31334192	475681940	31329080
223579365	173119711	223585392	173113678
881890041	148960813	881903887	148946967
383170404	107765689	383173199	107762866
879343356	186452924	879352108	186444148
184981006	1838590	184989776	1829768
876030909	146449689	876039472	146441165
586004691	265193207	586015195	265182687
973644385	150356318	973650499	150350213
242074910	30321879	242079234	30317566
479128531	131849219	479149293	131828419
479800706	131235853	479805862	131230720
933770364	174082657	933781156	174071864
402259129	26046485	402264556	26041045
857887067	21930738	857895673	21922143
993402948	95928920	993410359	95921528
25153558	114363770	25157346	114359997
588184144	80377980	588191614	80370523
267165125	63987704	267172087	63980695
240203441	60431549	240211081	60423880
588230926	206592971	588236281	206587615
681696113	3539798	681699652	3536259
804829285	169417485	804846538	169400236
580836392	58417141	580851556	58401967
481364567	169274662	481375809	169263498
25422381	114095057	25440905	114076412
474959529	32059794	474965754	32053563
372852482	308882827	372887261	308848049
263939130	38976874	263945581	38970427
480187778	130859411	480197684	130849513
975068353	142652833	975077877	142643214
585189133	198406668	585199433	198396371
845189196	491044983	845194265	491039921
679748068	388045943	679758706	388035300
858016470	21802490	858026173	21792789
82996148	200644797	83006953	200633988
805039863	432290711	805048024	432282572
880084418	212734625	880090513	212728544
604641691	393642833	604644928	393639593
31492031	88208692	31498367	88202376
27394964	112053807	27399714	112049044
240647881	60017013	240651402	60013502
881852250	212719779	881861258	212710766
264637409	66601427	264642929	66595909
250925316	469934525	250931176	469928726
136222066	170156760	136226019	170152798
240130613	60490147	240135733	60485049
885039915	141815377	885045835	141809406
265237970	65930475	265244602	65923826
589567590	70192793	589580956	70179425
595880039	102561517	595883114	102558473
683102720	28910549	683111432	28901835
479835743	131196620	479839244	131193136
185017381	1805606	185020200	1802795
583517793	22783783	583530646	22770939
882913887	196174275	882919851	196168310
550222445	273126860	550228302	273121010
936509471	106366504	936519308	106356667
680593312	142948806	680608466	142933630
272261160	103991075	272266533	103985672
474466788	32537169	474470714	32533215
883698763	10202796	883701913	10199637
270949449	180548864	270955439	180542874
937205863	127604673	937215878	127594668
266640631	64506484	266648386	64498725
264583668	66654660	264595447	66642823
383587950	107358799	383591121	107355631
182784520	234806570	182791813	234799289
27034908	112414666	27042464	112407097
478967864	132014982	478980549	132002233
732789837	69905873	732797637	69898089
936292888	164377940	936301738	164369102
974714898	159939952	974718399	159936467
974774482	159899925	974785405	159888941
645500559	147423209	645503507	147420242
605222832	195940455	605227664	195935610
94268159	62256887	94274718	62250295
974796674	480658161	974811844	480643045
602332498	34409503	602335692	34406326
265133202	66047409	265138257	66042327
805281758	306459641	805288774	306452609
974796674	301594239	974811844	301579124
974796674	315135786	974811844	315120671
881813513	239875853	881825155	239864229
681045599	207167695	681063987	207149299
489606398	44551732	489612612	44545517
914938750	69425148	914945066	69418818
977366455	255690422	977378950	255677913
31058031	88668318	31064780	88661587
980027914	386570328	980038309	386559941
993301914	281153951	993318776	281137097
185789046	1024248	185795070	1018195
25517962	113986468	25529256	113975168
590901504	126743208	590906812	126737900
588895852	173594685	588900508	173590033
479823971	131215107	479830097	131209004
603749666	72621293	603758148	72612836
882720977	196370486	882725736	196365732
241252273	59444956	241257064	59440132
592034834	127905466	592044600	127895695
592034834	127860788	592044600	127851017
974406245	160249509	974419973	160235829
244238789	41072472	244242362	41068915
558954581	360953994	558971846	360936606
914741307	90593358	914746572	90588077
592369097	198295761	592384945	198279923
604686239	205100614	604691703	205095112
602337266	34404769	602340444	34401576
804835160	232678283	804846538	232666911
19177552	182707087	19181630	182703030
606216293	149138267	606225125	149129423
479401510	131583896	479407246	131578185
936733170	128012376	936742762	128002785
264963251	66241899	264970361	66234823
880122728	212691446	880128919	212685255
382417355	108580300	382424203	108573486
264077298	38823191	264081560	38818872
552407025	216203177	552413941	216196297
209976567	79128810	209987787	79117602
1008119919	323686368	1008133555	323672733
264748432	66456801	264753311	66451960
478720174	132256041	478732044	132244184
804833914	169500822	804841917	169492822
925682740	101584539	925693968	101573246
265680927	65481644	265688492	65474088
881506848	209995725	881513948	209988625
995684533	218570399	995696208	218558768
881787314	212780490	881796881	212770934
604663199	205137139	604671808	205128584
604672180	205113922	604687455	205098608
243620759	41725491	243626078	41720186
591106356	70309598	591117180	70298772
582626004	278728200	582631620	278722596
489666891	159482999	489675378	159474512
243276693	42080728	243279603	42077800
476003879	31010960	476007758	31007092
936233839	164428094	936242839	164419089
881069122	186474326	881085191	186458282
264869562	66326355	264875254	66320706
638601393	23734846	638604149	23732085
382426082	108569814	382432811	108563119
885380479	141487010	885385971	141481521
30371838	89418346	30379399	89410698
79985989	117862021	79989088	117858911
933004808	273601840	933012037	273594605
588427917	80177772	588444678	80161015
604805427	205012046	604809333	205008137
931160497	211218840	931176139	211203151
604504095	71862777	604511975	71854936
445303765	454707771	445311405	454700105
881930403	376072148	881939842	376062712
265514517	65638657	265517578	65635579
590755609	126896699	590760498	126891800
97908531	322350628	97915518	322343643
592614030	198061742	592619784	198055974
264208609	38655515	264214448	38649630
804833939	169436287	804841917	169428312
593107307	197597445	593122511	197582233
445303765	353881176	445311405	353873513
587812822	80743016	587825925	80729902
934837968	165831666	934846500	165823199
475951308	31063655	475957317	31057652
243499670	41852427	243527517	41824559
265425174	65751188	265432573	65743844
732885356	69806802	732890289	69801887
264990868	66202222	264997259	66195826
251262591	168596953	251266310	168593243
186452573	187478175	186457801	187472939
240199826	60435283	240203441	60431658
243600505	41745391	243620412	41725513
383420457	107517358	383425795	107511999
880491472	269979318	880500392	269970373
884227219	462655541	884249850	462632922
993301914	281137022	993318737	281120225
972365455	128132546	972379039	128118963
558959639	360952421	559002225	360909862
480009960	131033687	480024224	131019447
241949948	58731871	241957633	58724234
241949948	266515229	241957633	266507592
974445376	160208542	974460340	160193695
265815881	65324534	265844293	65296191
597067074	21236044	597070379	21232745
97907716	480382029	97915518	480374227
841742946	185227413	841759852	185210571
590153426	127513431	590166483	127500386
242256529	30145512	242270646	30131458
605270061	195893709	605275090	195888686
597629777	20910767	597633836	20906699
184725354	2090276	184731397	2084256
242556375	29872754	242565372	29863676
625706206	179234235	625710568	179229869
489910961	305259959	489926621	305244310
914580195	90726937	914592916	90714229
936042707	205757663	936053630	205746736
974692197	159963992	974708381	159947826
973568710	126840424	973583746	126825349
974806828	394718589	974811844	394713576
882538963	266117852	882543823	266112990
25316570	114201351	25326808	114191138
38271484	13162629	38276711	13157401
511829929	100969474	511833631	100965772
205809337	73859669	205813745	73855264
973119815	323435681	973133322	323422183
26521696	112943672	26526087	112939265
244383552	40903444	244398536	40888456
880190364	376062480	880208523	376044322
33556098	109328209	33565767	109318616
243628148	41719386	243631690	41715858
263059040	39893533	263063237	39889376
244216743	41094852	244226387	41085272
974973586	142756171	974979333	142750460
995762250	281232228	995772022	281222449
588234265	80329828	588246206	80317902
265011359	66177462	265021656	66167129
489747661	204507029	489754490	204500185
244164768	41142962	244172987	41134771
883402073	10501144	883417229	10485990
258376105	69225733	258389395	69212334
475535654	31475780	475542884	31468553
590091594	127564397	590098719	127557283
339710959	270081949	339733411	270059487
242193994	30201358	242199879	30195497
265304548	65862512	265309510	65857535
31511718	88183422	31519466	88175699
264920626	66282194	264930942	66271786
914819384	90508003	914835347	90492049
881322881	278499344	881333900	278488317
595312568	103124073	595322422	103114253
915064872	204507029	915070104	204501763
604641691	321198031	604648729	321190973
604641691	390270397	604648729	390263339
977405561	386570077	977415711	386559941
583200335	82859985	583224703	82835609
24646063	114856210	24650537	114851737
729679731	167468332	729700899	167447144
726155364	183658649	726160891	183653141
475732095	31280409	475745828	31266664
23856123	115592836	23865719	115583251
242324356	30096808	242342677	30078503
804795360	301259323	804810405	301244294
23908677	115542927	23920090	115531480
603341745	73069327	603348468	73062590
481273688	169359191	481276909	169355952
481273688	333391075	481276909	333387836
272254995	103997315	272260106	103992178
323648331	152998474	323652002	152994825
384213859	106700681	384218258	106696277
250931896	393434271	250938112	393428045
250931896	469928401	250938112	469922175
834547021	407720984	834572037	407695970
24314707	115154306	24318197	115150815
603732086	72642070	603736228	72637922
480323822	130715531	480332139	130707212
926173454	355787814	926177856	355783421
267674858	63522024	267678224	63518655
264824508	66382784	264827145	66380146
266657930	64490491	266673067	64475378
858569983	198712716	858581724	198700978
445303765	484468897	445311235	484461403
445303765	416322989	445311235	416315495
30780746	88989454	30793190	88977067
603909211	72446063	603921861	72433428
19305427	182563946	19314042	182555361
995639697	246409203	995651653	246397271
243941105	41390078	243948086	41383051
30306742	89490037	30314012	89482696
591640890	128295798	591654611	128282067
596196009	102205900	596213435	102188495
587735946	80826605	587747398	80815173
590493693	127155863	590502170	127147396
445303765	411244702	445311235	411237208
683124481	28888963	683134958	28878484
597712510	20823464	597718642	20817349
879971654	212846976	879979384	212839232
974896520	142838117	974899426	142835213
915159428	305322209	915168239	305313399
595479604	102974025	595492774	102960921
264233968	38627814	264239686	38622098
934234881	173632168	934241836	173625212
241232891	59461331	241240159	59454071
603705640	72668400	603721338	72652709
993273136	219675754	993288619	219660273
974669491	159984372	974672805	159981095
974604286	160050966	974615577	160039704
591886060	128050512	591897874	128038707
645685505	147227194	645688641	147224071
265088474	66096463	265118138	66066729
975044097	142683543	975055205	142672535
881896409	212677481	881903887	212670020
489824957	295443418	489831257	295437120
237471551	110180195	237481617	110170142
264643213	66595907	264664005	66575092
597614351	20926595	597629018	20911988
210515676	78559970	210520216	78555432
974672547	159981090	974676426	159977186
588245449	80318911	588254099	80310270
858717123	150650686	858724539	150643236
480100363	130936917	480103898	130933388
